id_emprunt,id_client,id_exemplaire,dateemprunt,dateretourprevue,dateretourreelle
525,45,1382,2022-06-16,2022-06-30,
526,155,1408,2023-08-25,2023-09-08,
527,145,735,2022-03-05,2022-04-02,2022-03-31
528,231,55,2023-09-10,2023-10-08,2023-10-16
529,175,1679,2019-04-08,2019-05-06,2019-05-20
530,133,1244,2021-01-15,2021-02-05,2021-02-11
531,140,476,2020-12-12,2020-12-26,
532,338,1611,2021-04-18,2021-05-16,2021-05-19
533,239,1485,2017-10-01,2017-10-15,2017-10-12
534,441,1900,2021-01-15,2021-01-29,2021-02-09
535,139,1359,2015-01-23,2015-02-13,2015-02-28
536,271,1188,2017-06-27,2017-07-25,2017-08-09
537,436,518,2024-09-07,2024-09-21,2024-10-06
538,337,291,2024-11-23,2024-12-21,
539,1,410,2024-07-13,2024-08-10,2024-08-15
540,480,1227,2020-01-13,2020-01-27,2020-01-23
541,229,1802,2016-10-01,2016-10-22,2016-10-18
542,277,65,2015-07-16,2015-07-30,2015-08-14
543,493,1760,2020-10-21,2020-11-18,
544,271,340,2015-09-26,2015-10-17,2015-10-16
545,446,1578,2021-09-26,2021-10-17,2021-11-01
546,386,1939,2018-04-27,2018-05-18,2018-05-23
547,235,302,2015-05-04,2015-06-01,
548,488,1158,2020-10-15,2020-11-12,2020-11-17
549,142,182,2017-01-23,2017-02-20,2017-03-07
550,480,1214,2015-11-05,2015-11-26,2015-12-04
551,440,226,2022-09-08,2022-09-22,2022-09-29
552,8,1142,2016-12-03,2016-12-24,2016-12-23
553,123,1280,2015-05-16,2015-06-13,2015-06-08
554,473,863,2016-05-06,2016-05-27,2016-05-27
555,136,575,2017-03-08,2017-04-05,
556,196,1291,2018-01-08,2018-01-22,2018-02-05
557,268,1394,2022-04-20,2022-05-04,2022-05-09
558,42,366,2024-03-18,2024-04-08,
559,153,333,2015-02-14,2015-03-14,2015-03-13
560,10,1200,2022-05-17,2022-06-07,2022-06-21
561,235,746,2016-01-04,2016-01-18,
562,292,925,2017-10-15,2017-10-29,2017-11-01
563,193,1330,2019-07-18,2019-08-15,2019-08-29
564,125,769,2023-07-15,2023-08-05,2023-08-09
565,22,721,2018-07-27,2018-08-10,2018-08-14
566,131,1027,2018-12-24,2019-01-07,2019-01-15
567,405,753,2023-06-15,2023-06-29,2023-07-08
568,448,820,2023-09-26,2023-10-17,2023-10-19
569,280,301,2024-04-10,2024-05-08,2024-05-19
570,292,926,2016-05-01,2016-05-22,
571,481,1459,2020-08-03,2020-08-17,2020-08-20
572,492,261,2019-06-27,2019-07-18,2019-07-19
573,414,950,2017-08-03,2017-08-24,2017-08-31
574,209,582,2021-10-11,2021-11-08,
575,159,1162,2021-07-25,2021-08-08,2021-08-21
576,438,1818,2024-02-27,2024-03-19,
577,488,526,2022-06-23,2022-07-07,2022-07-03
578,85,1969,2017-01-31,2017-02-28,2017-02-28
579,197,854,2019-08-10,2019-09-07,2019-09-02
580,486,1908,2019-06-19,2019-07-03,
581,457,707,2021-05-20,2021-06-17,2021-06-18
582,466,1823,2019-03-25,2019-04-22,
583,469,1510,2021-09-26,2021-10-24,2021-11-06
584,165,1540,2021-10-06,2021-11-03,2021-11-04
585,285,1055,2021-03-14,2021-04-11,2021-04-18
586,96,763,2020-03-15,2020-04-12,2020-04-26
587,127,522,2023-10-04,2023-10-25,2023-10-23
588,459,1246,2020-11-21,2020-12-05,2020-12-08
589,309,1082,2024-02-13,2024-02-27,2024-02-28
590,307,174,2023-05-14,2023-05-28,
591,3,1837,2016-09-25,2016-10-09,2016-10-04
592,338,1431,2015-09-30,2015-10-21,2015-11-05
593,371,1530,2020-03-25,2020-04-15,2020-04-29
594,437,70,2015-10-03,2015-10-24,2015-10-26
595,37,446,2024-10-06,2024-10-27,2024-11-09
596,416,1178,2018-05-15,2018-05-29,2018-06-09
597,432,1114,2020-07-23,2020-08-13,2020-08-28
598,277,891,2020-04-09,2020-04-23,2020-05-07
599,153,328,2022-03-24,2022-04-14,2022-04-21
600,70,608,2023-04-29,2023-05-27,
601,78,114,2015-02-16,2015-03-09,2015-03-24
602,16,1168,2020-10-25,2020-11-08,2020-11-10
603,319,1932,2020-06-07,2020-06-28,2020-06-26
604,206,257,2017-12-05,2018-01-02,
605,419,70,2021-05-17,2021-06-14,
606,451,9,2022-04-12,2022-05-03,2022-05-02
607,322,1916,2015-12-15,2016-01-05,2016-01-07
608,52,1918,2015-01-12,2015-02-02,2015-02-10
609,79,1552,2020-11-25,2020-12-16,2020-12-26
610,329,1974,2023-07-29,2023-08-26,
611,159,508,2023-08-26,2023-09-16,2023-09-11
612,364,335,2023-12-02,2023-12-23,2023-12-21
613,337,398,2018-07-26,2018-08-09,
614,50,27,2020-05-28,2020-06-25,2020-07-02
615,329,348,2015-08-01,2015-08-22,2015-08-23
616,180,128,2015-10-28,2015-11-18,
617,391,1359,2017-07-13,2017-08-03,2017-08-16
618,427,1274,2017-01-04,2017-01-18,2017-01-23
619,303,407,2023-05-07,2023-06-04,2023-06-01
620,21,389,2020-10-13,2020-11-03,2020-11-12
621,437,636,2018-05-06,2018-06-03,2018-06-07
622,1,1597,2018-01-31,2018-02-21,2018-03-07
623,384,1964,2018-01-14,2018-02-04,2018-02-13
624,397,462,2020-12-29,2021-01-19,
625,454,11,2018-07-15,2018-07-29,
626,399,1551,2022-10-04,2022-10-25,2022-10-22
627,18,1882,2021-10-27,2021-11-10,2021-11-25
628,500,732,2022-09-19,2022-10-17,
629,443,1103,2016-01-03,2016-01-24,2016-01-24
630,197,395,2021-08-26,2021-09-16,2021-09-22
631,286,1628,2017-11-13,2017-11-27,2017-11-24
632,279,1520,2018-12-21,2019-01-18,2019-01-24
633,165,1834,2015-11-20,2015-12-18,2015-12-16
634,201,1371,2024-05-13,2024-06-03,2024-06-17
635,472,816,2019-02-07,2019-02-21,2019-02-19
636,2,104,2015-07-12,2015-08-09,2015-08-19
637,368,638,2018-03-13,2018-03-27,2018-03-22
638,10,1559,2018-07-30,2018-08-20,2018-08-23
639,365,1119,2017-10-15,2017-11-12,
640,13,1395,2016-09-04,2016-09-18,2016-09-30
641,393,1925,2017-05-06,2017-06-03,2017-06-03
642,191,1875,2023-04-13,2023-05-11,2023-05-22
643,322,1991,2024-03-15,2024-04-12,2024-04-15
644,274,1107,2022-10-11,2022-11-08,2022-11-17
645,312,1430,2015-02-20,2015-03-06,2015-03-06
646,196,579,2018-10-16,2018-10-30,
647,444,418,2022-10-05,2022-10-26,2022-10-27
648,68,410,2023-02-06,2023-02-20,2023-02-28
649,154,540,2015-08-16,2015-08-30,2015-09-08
650,461,110,2024-07-13,2024-07-27,2024-08-07
651,369,1977,2023-07-19,2023-08-09,2023-08-20
652,306,345,2021-10-14,2021-11-11,2021-11-07
653,359,1260,2015-06-18,2015-07-16,2015-07-30
654,454,578,2016-01-15,2016-02-12,2016-02-27
655,349,1754,2024-09-15,2024-09-29,2024-09-30
656,172,1101,2016-08-17,2016-09-07,2016-09-05
657,176,334,2018-02-03,2018-03-03,2018-02-27
658,58,1217,2023-12-23,2024-01-13,2024-01-11
659,409,1401,2022-05-11,2022-06-01,2022-06-10
660,116,1231,2022-07-16,2022-07-30,2022-08-04
661,488,559,2020-04-10,2020-05-08,2020-05-18
662,372,1430,2019-01-28,2019-02-25,2019-03-07
663,348,1827,2023-11-10,2023-11-24,
664,459,403,2022-08-12,2022-08-26,
665,200,1528,2015-11-24,2015-12-15,2015-12-19
666,296,558,2015-10-28,2015-11-25,2015-11-27
667,68,1788,2019-09-22,2019-10-13,2019-10-21
668,193,1890,2019-07-27,2019-08-10,2019-08-23
669,71,1535,2015-01-12,2015-02-02,2015-01-28
670,9,266,2019-04-24,2019-05-08,2019-05-12
671,4,443,2019-03-12,2019-04-02,2019-04-11
672,476,1665,2019-05-10,2019-06-07,2019-06-12
673,203,489,2015-08-01,2015-08-22,2015-08-29
674,375,1088,2019-11-13,2019-11-27,2019-11-26
675,220,545,2024-12-12,2025-01-09,2025-01-24
676,62,23,2024-05-23,2024-06-06,2024-06-19
677,61,338,2024-08-21,2024-09-04,2024-09-17
678,74,748,2015-08-29,2015-09-26,2015-09-21
679,81,1411,2016-07-08,2016-07-22,2016-07-27
680,240,1426,2017-03-30,2017-04-20,2017-05-03
681,295,1330,2021-09-13,2021-10-04,2021-10-02
682,22,102,2024-03-30,2024-04-13,
683,69,1768,2021-12-27,2022-01-24,2022-01-20
684,486,1010,2020-03-13,2020-04-03,
685,323,1210,2018-04-24,2018-05-22,2018-05-25
686,493,1239,2016-07-15,2016-07-29,2016-08-10
687,116,1053,2018-02-27,2018-03-27,2018-04-01
688,288,248,2016-01-06,2016-01-20,2016-02-04
689,323,718,2023-01-21,2023-02-18,2023-02-24
690,391,677,2020-12-08,2020-12-22,2020-12-26
691,306,1627,2019-06-19,2019-07-10,2019-07-10
692,316,1014,2022-09-10,2022-10-01,2022-10-11
693,7,481,2015-08-03,2015-08-24,2015-08-31
694,431,286,2024-02-07,2024-02-28,2024-03-07
695,6,607,2018-06-22,2018-07-20,2018-07-29
696,462,1888,2020-01-13,2020-02-10,2020-02-18
697,410,129,2019-07-22,2019-08-05,2019-08-11
698,192,1956,2019-02-08,2019-03-08,2019-03-05
699,118,1392,2017-03-26,2017-04-23,2017-05-02
700,217,1018,2023-02-21,2023-03-21,
701,178,1079,2024-01-27,2024-02-10,2024-02-06
702,92,524,2019-12-08,2020-01-05,2020-01-04
703,168,630,2018-05-22,2018-06-05,2018-06-18
704,496,542,2019-12-17,2020-01-14,2020-01-21
705,349,1663,2023-03-17,2023-04-14,2023-04-12
706,470,958,2018-08-03,2018-08-31,
707,64,1173,2021-07-18,2021-08-01,2021-08-10
708,327,1179,2023-03-31,2023-04-14,2023-04-25
709,434,1472,2020-12-17,2021-01-07,2021-01-11
710,199,1813,2019-07-16,2019-08-13,2019-08-18
711,366,1244,2016-05-19,2016-06-16,2016-06-21
712,236,811,2020-07-20,2020-08-10,2020-08-22
713,26,1582,2021-02-18,2021-03-04,2021-03-13
714,356,980,2017-01-30,2017-02-13,
715,278,544,2024-07-03,2024-07-24,2024-07-21
716,289,381,2017-09-27,2017-10-11,2017-10-09
717,251,496,2016-11-02,2016-11-16,2016-11-24
718,74,1414,2017-06-07,2017-06-21,
719,403,1398,2022-12-03,2022-12-31,2023-01-01
720,149,531,2016-06-29,2016-07-13,2016-07-20
721,472,274,2015-06-13,2015-06-27,
722,479,1647,2018-08-12,2018-08-26,2018-09-02
723,335,383,2020-02-28,2020-03-20,2020-04-02
724,319,1911,2017-11-23,2017-12-07,2017-12-09
725,445,693,2022-12-14,2022-12-28,2023-01-09
726,352,374,2022-04-23,2022-05-07,2022-05-09
727,34,867,2015-03-30,2015-04-27,2015-04-22
728,265,572,2021-12-01,2021-12-15,2021-12-15
729,254,1352,2018-04-16,2018-04-30,2018-05-04
730,456,1246,2015-10-17,2015-11-14,2015-11-13
731,442,173,2015-02-07,2015-03-07,2015-03-12
732,460,797,2018-09-06,2018-09-27,2018-09-26
733,354,1248,2015-08-24,2015-09-14,2015-09-27
734,64,61,2021-12-24,2022-01-07,2022-01-09
735,126,438,2015-01-16,2015-02-13,2015-02-17
736,321,1485,2022-07-21,2022-08-04,2022-08-12
737,253,921,2023-09-27,2023-10-11,
738,213,1816,2020-03-29,2020-04-19,2020-04-16
739,489,816,2023-02-21,2023-03-21,2023-03-17
740,474,1644,2019-07-04,2019-07-25,2019-07-20
741,27,488,2019-12-20,2020-01-03,2020-01-09
742,87,1278,2019-03-31,2019-04-14,2019-04-19
743,44,1491,2020-08-24,2020-09-14,2020-09-18
744,373,110,2024-03-29,2024-04-12,2024-04-16
745,445,890,2016-06-25,2016-07-16,2016-07-31
746,233,861,2020-04-22,2020-05-13,2020-05-21
747,432,1897,2016-07-18,2016-08-08,2016-08-03
748,126,1448,2019-10-27,2019-11-10,2019-11-06
749,325,1735,2019-07-17,2019-07-31,2019-08-06
750,408,538,2023-11-26,2023-12-17,
751,230,548,2019-08-14,2019-09-11,2019-09-24
752,107,214,2018-07-14,2018-08-11,2018-08-24
753,358,1578,2020-11-11,2020-11-25,
754,430,1110,2021-05-26,2021-06-23,2021-07-06
755,405,159,2022-12-10,2022-12-31,2023-01-14
756,260,876,2017-11-21,2017-12-19,
757,417,643,2015-05-21,2015-06-18,2015-06-23
758,74,1687,2015-02-28,2015-03-21,2015-03-22
759,68,1527,2019-09-04,2019-09-25,2019-09-24
760,52,268,2017-06-30,2017-07-28,2017-08-04
761,361,1914,2016-02-18,2016-03-03,2016-03-16
762,339,1776,2024-11-15,2024-12-13,2024-12-10
763,478,696,2016-03-03,2016-03-24,2016-04-05
764,94,1403,2017-07-22,2017-08-12,2017-08-09
765,71,1863,2020-01-19,2020-02-09,2020-02-09
766,361,1875,2017-03-01,2017-03-29,
767,83,699,2018-05-30,2018-06-20,2018-07-05
768,357,1007,2019-06-17,2019-07-15,2019-07-26
769,73,1862,2015-09-21,2015-10-19,2015-10-30
770,280,1330,2016-06-11,2016-06-25,2016-07-10
771,498,1737,2020-06-01,2020-06-15,2020-06-27
772,197,1429,2018-04-03,2018-04-17,2018-04-13
773,295,1316,2015-11-12,2015-12-10,2015-12-13
774,307,1099,2019-02-24,2019-03-17,2019-03-30
775,264,878,2024-10-02,2024-10-23,2024-10-28
776,397,1632,2022-09-13,2022-10-04,2022-10-17
777,278,495,2019-05-04,2019-05-18,
778,228,316,2015-01-16,2015-02-13,
779,430,1113,2017-04-04,2017-04-25,2017-04-21
780,214,172,2015-09-01,2015-09-29,
781,215,661,2019-04-23,2019-05-14,2019-05-12
782,209,1948,2018-12-30,2019-01-20,2019-01-31
783,485,817,2018-02-11,2018-03-04,2018-03-15
784,455,1011,2018-08-13,2018-09-03,2018-09-09
785,89,522,2018-12-13,2018-12-27,
786,27,792,2020-04-10,2020-05-01,2020-04-26
787,414,1088,2020-11-15,2020-12-06,2020-12-14
788,183,147,2024-08-06,2024-08-20,2024-08-16
789,55,316,2019-08-26,2019-09-16,2019-09-21
790,134,141,2016-12-18,2017-01-08,
791,478,607,2023-08-20,2023-09-17,2023-09-27
792,104,1084,2015-01-21,2015-02-04,2015-02-05
793,9,1050,2019-07-24,2019-08-21,
794,445,86,2023-09-12,2023-09-26,2023-10-06
795,210,398,2023-03-10,2023-03-24,2023-03-26
796,79,1877,2015-07-06,2015-08-03,2015-08-06
797,89,93,2017-05-19,2017-06-16,2017-06-12
798,277,1253,2023-12-10,2024-01-07,2024-01-03
799,398,1788,2023-04-03,2023-05-01,2023-05-15
800,343,1185,2018-02-12,2018-03-12,2018-03-15
801,34,1687,2015-02-19,2015-03-19,2015-04-03
802,450,998,2021-10-23,2021-11-13,2021-11-26
803,285,551,2016-07-06,2016-07-27,2016-07-26
804,139,1079,2016-03-24,2016-04-07,2016-04-21
805,238,420,2015-02-23,2015-03-16,2015-03-12
806,154,1044,2018-12-20,2019-01-10,2019-01-20
807,328,1953,2015-02-28,2015-03-28,2015-04-12
808,455,690,2017-07-01,2017-07-29,2017-07-24
809,72,1348,2021-07-22,2021-08-19,2021-08-15
810,129,554,2019-11-06,2019-11-20,2019-12-04
811,439,91,2016-08-25,2016-09-22,
812,182,1867,2023-12-27,2024-01-10,
813,72,681,2020-12-12,2021-01-09,
814,240,392,2020-11-02,2020-11-23,2020-11-18
815,50,1155,2024-06-20,2024-07-11,2024-07-13
816,147,1091,2023-05-06,2023-05-27,2023-06-06
817,490,1943,2019-11-25,2019-12-16,2019-12-22
818,461,872,2016-04-10,2016-05-08,2016-05-19
819,352,1071,2023-04-11,2023-05-02,
820,268,1546,2023-02-03,2023-02-17,2023-02-28
821,403,1314,2023-02-13,2023-02-27,2023-03-04
822,55,1169,2020-10-30,2020-11-20,2020-11-23
823,87,1989,2019-09-18,2019-10-02,2019-10-04
824,185,1480,2024-12-30,2025-01-20,2025-02-04
825,85,941,2021-02-25,2021-03-18,2021-03-21
826,108,203,2019-09-17,2019-10-08,2019-10-19
827,197,826,2024-07-10,2024-07-31,2024-07-26
828,469,1396,2017-01-14,2017-02-11,2017-02-26
829,473,1830,2015-12-21,2016-01-11,2016-01-22
830,77,604,2023-12-14,2023-12-28,2024-01-08
831,422,741,2023-09-26,2023-10-10,
832,319,1124,2024-03-19,2024-04-09,2024-04-17
833,476,313,2021-08-28,2021-09-11,
834,113,1339,2017-08-22,2017-09-05,2017-09-04
835,485,1187,2020-04-24,2020-05-08,2020-05-19
836,117,966,2015-04-21,2015-05-05,
837,162,1688,2022-08-14,2022-09-11,2022-09-19
838,230,114,2018-01-22,2018-02-19,2018-03-06
839,229,1190,2022-07-11,2022-08-08,2022-08-17
840,406,912,2018-08-15,2018-09-12,2018-09-27
841,304,1075,2019-09-20,2019-10-11,2019-10-12
842,432,927,2015-11-14,2015-12-12,2015-12-08
843,181,1195,2023-05-26,2023-06-09,2023-06-06
844,286,1190,2015-09-23,2015-10-14,2015-10-10
845,391,1459,2018-05-24,2018-06-14,2018-06-28
846,108,1036,2022-01-12,2022-02-02,2022-02-14
847,106,1076,2017-12-15,2018-01-12,2018-01-20
848,351,981,2015-04-04,2015-04-18,
849,205,1396,2019-06-21,2019-07-05,2019-07-18
850,403,1368,2016-03-21,2016-04-04,2016-04-19
851,378,181,2021-10-04,2021-10-18,2021-10-23
852,332,1617,2021-02-19,2021-03-19,2021-04-01
853,402,1562,2021-01-20,2021-02-17,2021-03-04
854,333,1695,2016-02-07,2016-03-06,2016-03-01
855,199,1465,2020-06-23,2020-07-07,
856,25,932,2023-07-12,2023-08-09,2023-08-07
857,302,1137,2021-07-28,2021-08-11,2021-08-10
858,115,563,2016-08-12,2016-09-02,2016-09-04
859,339,623,2022-12-03,2022-12-31,2023-01-08
860,125,1462,2021-10-24,2021-11-14,
861,236,1047,2018-07-19,2018-08-02,2018-08-07
862,401,1495,2021-11-20,2021-12-11,
863,98,693,2024-09-13,2024-09-27,
864,227,484,2018-12-22,2019-01-19,2019-01-29
865,52,662,2023-04-18,2023-05-02,2023-05-03
866,226,1385,2018-09-10,2018-10-01,2018-10-06
867,269,980,2015-05-15,2015-06-05,2015-06-02
868,265,561,2021-12-05,2022-01-02,2022-01-04
869,189,1043,2022-12-21,2023-01-11,2023-01-15
870,160,131,2021-01-10,2021-01-24,2021-01-21
871,334,1884,2018-06-17,2018-07-08,
872,332,1625,2022-11-13,2022-11-27,2022-11-29
873,228,234,2018-08-14,2018-08-28,2018-09-09
874,309,153,2018-08-21,2018-09-18,2018-09-30
875,450,1788,2023-05-05,2023-05-19,2023-05-28
876,448,1808,2020-01-19,2020-02-16,2020-02-12
877,412,1594,2016-08-05,2016-08-19,2016-08-23
878,150,540,2022-01-14,2022-02-04,2022-02-15
879,13,1874,2019-08-15,2019-09-05,2019-09-09
880,372,1754,2023-07-16,2023-07-30,2023-08-07
881,222,447,2019-10-17,2019-11-07,2019-11-04
882,389,1022,2016-07-05,2016-08-02,2016-08-03
883,182,1193,2020-09-03,2020-10-01,2020-09-29
884,308,1864,2020-08-02,2020-08-23,2020-08-23
885,120,214,2022-11-20,2022-12-18,2022-12-27
886,397,1522,2020-09-16,2020-10-07,
887,425,182,2017-05-03,2017-05-31,2017-06-13
888,329,336,2018-09-19,2018-10-17,2018-10-21
889,47,770,2024-03-19,2024-04-02,2024-04-06
890,178,1284,2024-08-01,2024-08-29,2024-09-10
891,222,1633,2023-04-15,2023-05-06,2023-05-19
892,467,425,2019-05-13,2019-05-27,
893,364,522,2018-05-13,2018-06-03,2018-06-13
894,381,1295,2019-05-12,2019-05-26,2019-06-01
895,43,1888,2021-06-02,2021-06-23,2021-07-08
896,59,870,2022-01-12,2022-02-02,2022-02-16
897,486,331,2015-09-18,2015-10-09,2015-10-04
898,208,1157,2016-11-09,2016-11-23,2016-11-21
899,457,203,2021-03-10,2021-03-24,2021-03-28
900,198,1432,2017-07-22,2017-08-12,2017-08-22
901,419,1152,2024-12-21,2025-01-04,2025-01-07
902,148,53,2017-04-13,2017-05-11,2017-05-20
903,275,830,2023-04-03,2023-04-17,2023-04-16
904,498,413,2018-03-28,2018-04-25,2018-04-27
905,493,1747,2023-08-23,2023-09-06,2023-09-14
906,384,61,2022-02-11,2022-03-04,
907,363,1678,2021-06-13,2021-07-11,2021-07-18
908,213,773,2017-02-05,2017-02-19,2017-02-20
909,213,848,2020-01-28,2020-02-18,2020-02-25
910,383,808,2019-11-19,2019-12-03,2019-12-08
911,69,1625,2017-09-12,2017-10-03,2017-09-29
912,138,1257,2024-07-09,2024-07-23,2024-07-25
913,372,897,2021-08-07,2021-09-04,2021-09-05
914,250,734,2019-10-01,2019-10-29,2019-11-06
915,443,927,2021-12-03,2021-12-31,2022-01-10
916,156,566,2021-11-21,2021-12-05,2021-12-20
917,14,1264,2024-02-18,2024-03-10,2024-03-14
918,33,938,2016-11-03,2016-11-17,2016-11-23
919,223,1806,2018-05-30,2018-06-20,
920,193,1667,2018-06-12,2018-06-26,
921,251,1540,2015-08-04,2015-08-18,2015-08-20
922,300,1603,2016-06-09,2016-06-30,2016-07-13
923,196,1831,2023-06-01,2023-06-22,2023-07-07
924,389,324,2021-11-13,2021-12-11,2021-12-24
925,193,1743,2022-03-03,2022-03-17,2022-03-26
926,312,93,2024-11-16,2024-12-07,2024-12-11
927,496,1624,2015-04-18,2015-05-02,
928,381,1642,2024-02-18,2024-03-17,2024-03-17
929,426,1919,2018-10-02,2018-10-23,2018-10-24
930,449,1126,2023-10-08,2023-10-29,2023-11-01
931,467,1098,2019-06-24,2019-07-15,2019-07-27
932,387,494,2017-07-25,2017-08-22,2017-09-01
933,142,775,2017-08-14,2017-08-28,2017-09-03
934,352,988,2023-03-15,2023-04-12,2023-04-18
935,184,191,2018-04-12,2018-05-10,2018-05-09
936,235,1078,2016-04-13,2016-05-04,2016-05-17
937,110,131,2020-10-18,2020-11-08,2020-11-13
938,299,660,2016-07-02,2016-07-30,2016-07-25
939,223,871,2018-03-15,2018-03-29,2018-04-13
940,412,766,2016-01-24,2016-02-21,2016-03-03
941,246,1977,2020-08-18,2020-09-01,2020-09-13
942,44,665,2017-09-23,2017-10-07,2017-10-20
943,247,1096,2016-01-13,2016-01-27,2016-02-04
944,249,1636,2019-08-17,2019-08-31,2019-08-26
945,24,1260,2021-02-24,2021-03-10,2021-03-08
946,217,617,2022-07-13,2022-08-03,2022-08-08
947,209,1316,2016-06-11,2016-07-02,2016-06-28
948,443,877,2021-02-22,2021-03-22,2021-03-21
949,474,1657,2024-03-20,2024-04-17,2024-04-19
950,92,1448,2023-02-03,2023-02-17,2023-02-20
951,28,379,2023-05-02,2023-05-16,2023-05-12
952,222,1791,2017-03-10,2017-03-24,2017-04-04
953,466,1425,2018-10-05,2018-11-02,2018-11-07
954,87,591,2015-03-19,2015-04-16,2015-04-15
955,14,827,2023-04-23,2023-05-07,2023-05-06
956,39,525,2019-08-02,2019-08-23,2019-08-28
957,10,196,2018-08-02,2018-08-30,2018-08-29
958,106,1739,2024-08-23,2024-09-13,2024-09-15
959,437,280,2023-04-20,2023-05-18,2023-05-17
960,119,1780,2018-02-12,2018-02-26,2018-03-03
961,25,763,2021-08-01,2021-08-15,2021-08-15
962,492,1359,2019-03-28,2019-04-11,2019-04-09
963,59,1553,2023-04-16,2023-05-14,2023-05-11
964,115,1180,2017-04-30,2017-05-21,2017-05-22
965,187,372,2016-02-18,2016-03-03,2016-03-03
966,60,1632,2020-10-18,2020-11-08,
967,131,688,2017-05-29,2017-06-12,2017-06-26
968,65,444,2024-05-02,2024-05-23,2024-05-28
969,396,1647,2018-05-31,2018-06-14,2018-06-18
970,89,541,2018-05-05,2018-06-02,2018-05-28
971,138,357,2021-07-18,2021-08-15,2021-08-16
972,487,731,2023-05-12,2023-05-26,2023-06-08
973,344,970,2017-10-10,2017-10-31,2017-11-15
974,282,1305,2022-01-04,2022-01-18,2022-01-31
975,426,476,2022-01-04,2022-01-25,2022-02-04
976,172,1410,2018-12-30,2019-01-20,2019-01-17
977,207,760,2016-12-28,2017-01-18,
978,137,1000,2024-02-17,2024-03-09,2024-03-06
979,190,1613,2023-07-27,2023-08-17,
980,470,854,2017-10-05,2017-11-02,2017-11-16
981,401,757,2019-09-02,2019-09-23,2019-10-03
982,358,760,2017-06-16,2017-06-30,2017-07-13
983,399,1944,2016-10-14,2016-11-04,
984,342,478,2018-01-14,2018-02-04,2018-02-09
985,66,1561,2018-10-16,2018-10-30,2018-11-07
986,383,512,2022-02-09,2022-03-09,2022-03-14
987,253,1892,2016-09-23,2016-10-14,2016-10-21
988,244,168,2021-08-23,2021-09-06,2021-09-11
989,358,1913,2016-10-03,2016-10-31,2016-11-15
990,477,460,2019-09-10,2019-09-24,2019-10-06
991,211,1124,2018-08-20,2018-09-10,2018-09-14
992,343,1184,2018-09-07,2018-10-05,2018-10-07
993,375,1103,2015-04-18,2015-05-09,2015-05-16
994,328,485,2016-08-25,2016-09-15,2016-09-28
995,404,1347,2021-11-27,2021-12-25,2022-01-06
996,345,1939,2015-11-13,2015-12-04,2015-12-06
997,336,403,2020-08-10,2020-08-24,2020-09-04
998,12,1019,2022-10-16,2022-11-06,2022-11-08
999,31,966,2024-01-17,2024-01-31,2024-02-07
1000,483,196,2022-10-01,2022-10-15,2022-10-10
1001,491,1135,2018-01-26,2018-02-23,2018-03-05
1002,198,1499,2022-12-24,2023-01-07,2023-01-06
1003,63,585,2018-01-31,2018-02-28,2018-02-27
1004,401,1584,2019-06-20,2019-07-04,2019-07-08
1005,143,1717,2019-12-16,2020-01-06,2020-01-21
1006,85,796,2016-08-13,2016-09-10,2016-09-25
1007,106,1879,2024-06-12,2024-07-10,2024-07-17
1008,72,1533,2024-02-25,2024-03-10,2024-03-19
1009,6,441,2021-07-24,2021-08-21,2021-08-25
1010,342,225,2019-06-08,2019-07-06,2019-07-03
1011,368,599,2017-01-13,2017-02-10,2017-02-17
1012,232,1377,2021-05-12,2021-06-02,2021-06-10
1013,115,448,2015-04-15,2015-05-06,2015-05-18
1014,54,1958,2018-09-08,2018-09-22,2018-09-18
1015,15,233,2019-05-15,2019-05-29,2019-06-11
1016,140,1498,2019-07-02,2019-07-30,2019-08-13
1017,100,464,2021-07-24,2021-08-07,2021-08-04
1018,111,976,2017-08-06,2017-08-27,
1019,490,1405,2022-06-20,2022-07-11,2022-07-12
1020,24,1691,2018-01-25,2018-02-22,2018-02-26
1021,46,1492,2021-04-26,2021-05-24,2021-05-27
1022,253,1230,2015-09-12,2015-09-26,
1023,466,1115,2017-06-05,2017-06-19,2017-06-22
1024,297,1341,2016-01-09,2016-01-23,2016-01-27
1025,396,52,2022-12-19,2023-01-16,2023-01-13
1026,458,1868,2015-07-14,2015-08-04,2015-08-04
1027,437,855,2015-06-08,2015-06-22,2015-06-30
1028,17,1532,2016-05-02,2016-05-23,
1029,150,296,2015-10-24,2015-11-21,2015-11-23
1030,155,1134,2016-05-14,2016-05-28,2016-06-02
1031,108,654,2017-12-05,2017-12-19,
1032,290,1375,2017-03-19,2017-04-02,2017-04-12
1033,52,421,2016-01-29,2016-02-19,2016-03-03
1034,404,985,2021-02-04,2021-02-25,2021-03-02
1035,405,1015,2016-02-10,2016-03-09,
1036,401,1445,2016-04-20,2016-05-04,
1037,70,622,2016-02-05,2016-03-04,2016-02-28
1038,83,1988,2020-03-15,2020-04-12,
1039,149,189,2020-11-03,2020-12-01,2020-11-28
1040,436,1295,2016-05-03,2016-05-17,2016-05-26
1041,479,1428,2018-05-10,2018-05-31,2018-06-10
1042,244,1740,2015-11-04,2015-12-02,2015-12-10
1043,441,878,2020-09-20,2020-10-11,2020-10-15
1044,404,1975,2017-02-07,2017-03-07,2017-03-19
1045,256,618,2015-11-23,2015-12-07,
1046,63,1603,2021-11-22,2021-12-06,2021-12-13
